"","item1","item2","support"
"209","form=incomplete","health=recommended",0.0833333333333333
"210","form=incomplete","housing=convenient",0.0833333333333333
"211","form=incomplete","housing=critical",0.0833333333333333
"212","form=incomplete","housing=less_conv",0.0833333333333333
"213","form=incomplete","parents=great_pret",0.0833333333333333
"214","form=incomplete","parents=pretentious",0.0833333333333333
"215","form=incomplete","parents=usual",0.0833333333333333
"216","form=incomplete","social=nonprob",0.0833333333333333
"217","form=incomplete","social=problematic",0.0833333333333333
"218","form=incomplete","social=slightly_prob",0.0833333333333333
"219","health=not_recom","housing=convenient",0.111111111111111
"220","health=not_recom","housing=critical",0.111111111111111
"221","health=not_recom","housing=less_conv",0.111111111111111
"222","health=not_recom","parents=great_pret",0.111111111111111
"223","health=not_recom","parents=pretentious",0.111111111111111
"224","health=not_recom","parents=usual",0.111111111111111
"225","health=not_recom","social=nonprob",0.111111111111111
"226","health=not_recom","social=problematic",0.111111111111111
"227","health=not_recom","social=slightly_prob",0.111111111111111
"228","health=priority","housing=convenient",0.111111111111111
"229","health=priority","housing=critical",0.111111111111111
"230","health=priority","housing=less_conv",0.111111111111111
"231","health=priority","parents=great_pret",0.111111111111111
"232","health=priority","parents=pretentious",0.111111111111111
"233","health=priority","parents=usual",0.111111111111111
"234","health=priority","social=nonprob",0.111111111111111
"235","health=priority","social=problematic",0.111111111111111
"236","health=priority","social=slightly_prob",0.111111111111111
"237","health=recommended","housing=convenient",0.111111111111111
"238","health=recommended","housing=critical",0.111111111111111
"239","health=recommended","housing=less_conv",0.111111111111111
"240","health=recommended","parents=great_pret",0.111111111111111
"241","health=recommended","parents=pretentious",0.111111111111111
"242","health=recommended","parents=usual",0.111111111111111
"243","health=recommended","social=nonprob",0.111111111111111
"244","health=recommended","social=problematic",0.111111111111111
"245","health=recommended","social=slightly_prob",0.111111111111111
"246","housing=convenient","parents=great_pret",0.111111111111111
"247","housing=convenient","parents=pretentious",0.111111111111111
"248","housing=convenient","parents=usual",0.111111111111111
"249","housing=convenient","social=nonprob",0.111111111111111
"250","housing=convenient","social=problematic",0.111111111111111
"251","housing=convenient","social=slightly_prob",0.111111111111111
"252","housing=critical","parents=great_pret",0.111111111111111
"253","housing=critical","parents=pretentious",0.111111111111111
"254","housing=critical","parents=usual",0.111111111111111
"255","housing=critical","social=nonprob",0.111111111111111
"256","housing=critical","social=problematic",0.111111111111111
"257","housing=critical","social=slightly_prob",0.111111111111111
"258","housing=less_conv","parents=great_pret",0.111111111111111
"259","housing=less_conv","parents=pretentious",0.111111111111111
"260","housing=less_conv","parents=usual",0.111111111111111
"261","housing=less_conv","social=nonprob",0.111111111111111
"262","housing=less_conv","social=problematic",0.111111111111111
"263","housing=less_conv","social=slightly_prob",0.111111111111111
"264","parents=great_pret","social=nonprob",0.111111111111111
"265","parents=great_pret","social=problematic",0.111111111111111
"266","parents=great_pret","social=slightly_prob",0.111111111111111
"267","parents=pretentious","social=nonprob",0.111111111111111
"268","parents=pretentious","social=problematic",0.111111111111111
"269","parents=pretentious","social=slightly_prob",0.111111111111111
"270","parents=usual","social=nonprob",0.111111111111111
"271","parents=usual","social=problematic",0.111111111111111
"272","parents=usual","social=slightly_prob",0.111111111111111
