"","item1","item2","support"
"67","buying=vhigh","maint=low",0.0625
"68","buying=vhigh","maint=med",0.0625
"71","buying=vhigh","persons=4",0.0833333333333333
"72","buying=vhigh","persons=more",0.0833333333333333
"73","buying=vhigh","safety=high",0.0833333333333333
"75","buying=vhigh","safety=med",0.0833333333333333
"76","class=acc","doors=3",0.0572916666666667
"77","class=acc","doors=4",0.0590277777777778
"78","class=acc","doors=5more",0.0590277777777778
"79","class=acc","lug_boot=big",0.0833333333333333
"80","class=acc","lug_boot=med",0.078125
"81","class=acc","lug_boot=small",0.0607638888888889
"82","class=acc","maint=high",0.0607638888888889
"83","class=acc","maint=low",0.0532407407407407
"84","class=acc","maint=med",0.0665509259259259
"85","class=acc","persons=4",0.114583333333333
"86","class=acc","persons=more",0.107638888888889
"87","class=acc","safety=high",0.118055555555556
"88","class=acc","safety=med",0.104166666666667
"89","class=unacc","doors=2",0.188657407407407
"90","class=unacc","doors=3",0.173611111111111
"91","class=unacc","doors=4",0.168981481481481
"92","class=unacc","doors=5more",0.168981481481481
"93","class=unacc","lug_boot=big",0.212962962962963
"94","class=unacc","lug_boot=med",0.226851851851852
"95","class=unacc","lug_boot=small",0.260416666666667
"96","class=unacc","maint=high",0.181712962962963
"97","class=unacc","maint=low",0.155092592592593
"98","class=unacc","maint=med",0.155092592592593
"99","class=unacc","maint=vhigh",0.208333333333333
"100","class=unacc","persons=2",0.333333333333333
"101","class=unacc","persons=4",0.180555555555556
"102","class=unacc","persons=more",0.186342592592593
"103","class=unacc","safety=high",0.160300925925926
"104","class=unacc","safety=low",0.333333333333333
"105","class=unacc","safety=med",0.206597222222222
"106","doors=2","lug_boot=big",0.0833333333333333
"107","doors=2","lug_boot=med",0.0833333333333333
"108","doors=2","lug_boot=small",0.0833333333333333
"109","doors=2","maint=high",0.0625
"110","doors=2","maint=low",0.0625
"111","doors=2","maint=med",0.0625
"112","doors=2","maint=vhigh",0.0625
"114","doors=2","persons=4",0.0833333333333333
"115","doors=2","persons=more",0.0833333333333333
"116","doors=2","safety=high",0.0833333333333333
"118","doors=2","safety=med",0.0833333333333333
"119","doors=3","lug_boot=big",0.0833333333333333
"120","doors=3","lug_boot=med",0.0833333333333333
"121","doors=3","lug_boot=small",0.0833333333333333
"122","doors=3","maint=high",0.0625
"123","doors=3","maint=low",0.0625
"124","doors=3","maint=med",0.0625
"125","doors=3","maint=vhigh",0.0625
"127","doors=3","persons=4",0.0833333333333333
"128","doors=3","persons=more",0.0833333333333333
"129","doors=3","safety=high",0.0833333333333333
"131","doors=3","safety=med",0.0833333333333333
"132","doors=4","lug_boot=big",0.0833333333333333
"133","doors=4","lug_boot=med",0.0833333333333333
"134","doors=4","lug_boot=small",0.0833333333333333
"135","doors=4","maint=high",0.0625
"136","doors=4","maint=low",0.0625
"137","doors=4","maint=med",0.0625
"138","doors=4","maint=vhigh",0.0625
"140","doors=4","persons=4",0.0833333333333333
"141","doors=4","persons=more",0.0833333333333333
"142","doors=4","safety=high",0.0833333333333333
"144","doors=4","safety=med",0.0833333333333333
"145","doors=5more","lug_boot=big",0.0833333333333333
"146","doors=5more","lug_boot=med",0.0833333333333333
"147","doors=5more","lug_boot=small",0.0833333333333333
"148","doors=5more","maint=high",0.0625
"149","doors=5more","maint=low",0.0625
"150","doors=5more","maint=med",0.0625
"151","doors=5more","maint=vhigh",0.0625
"153","doors=5more","persons=4",0.0833333333333333
"154","doors=5more","persons=more",0.0833333333333333
"155","doors=5more","safety=high",0.0833333333333333
"157","doors=5more","safety=med",0.0833333333333333
"158","lug_boot=big","maint=high",0.0833333333333333
"159","lug_boot=big","maint=low",0.0833333333333333
"160","lug_boot=big","maint=med",0.0833333333333333
"161","lug_boot=big","maint=vhigh",0.0833333333333333
"163","lug_boot=big","persons=4",0.111111111111111
"164","lug_boot=big","persons=more",0.111111111111111
"165","lug_boot=big","safety=high",0.111111111111111
"167","lug_boot=big","safety=med",0.111111111111111
"168","lug_boot=med","maint=high",0.0833333333333333
"169","lug_boot=med","maint=low",0.0833333333333333
"170","lug_boot=med","maint=med",0.0833333333333333
"171","lug_boot=med","maint=vhigh",0.0833333333333333
"173","lug_boot=med","persons=4",0.111111111111111
"174","lug_boot=med","persons=more",0.111111111111111
"175","lug_boot=med","safety=high",0.111111111111111
"177","lug_boot=med","safety=med",0.111111111111111
"178","lug_boot=small","maint=high",0.0833333333333333
"179","lug_boot=small","maint=low",0.0833333333333333
"180","lug_boot=small","maint=med",0.0833333333333333
"181","lug_boot=small","maint=vhigh",0.0833333333333333
"183","lug_boot=small","persons=4",0.111111111111111
"184","lug_boot=small","persons=more",0.111111111111111
"185","lug_boot=small","safety=high",0.111111111111111
"187","lug_boot=small","safety=med",0.111111111111111
"189","maint=high","persons=4",0.0833333333333333
"190","maint=high","persons=more",0.0833333333333333
"191","maint=high","safety=high",0.0833333333333333
"193","maint=high","safety=med",0.0833333333333333
"195","maint=low","persons=4",0.0833333333333333
"196","maint=low","persons=more",0.0833333333333333
"197","maint=low","safety=high",0.0833333333333333
"199","maint=low","safety=med",0.0833333333333333
"201","maint=med","persons=4",0.0833333333333333
"202","maint=med","persons=more",0.0833333333333333
"203","maint=med","safety=high",0.0833333333333333
"205","maint=med","safety=med",0.0833333333333333
"207","maint=vhigh","persons=4",0.0833333333333333
"208","maint=vhigh","persons=more",0.0833333333333333
"209","maint=vhigh","safety=high",0.0833333333333333
"2111","maint=vhigh","safety=med",0.0833333333333333
"215","persons=4","safety=high",0.111111111111111
"217","persons=4","safety=med",0.111111111111111
"218","persons=more","safety=high",0.111111111111111
"220","persons=more","safety=med",0.111111111111111
