"","item1","item2","item3","item4","item5","support"
"164","husband.edu=4","media.expo=0","wife.age=1","wife.edu=4","wife.working=1",0.140529531568228
"165","husband.edu=4","media.expo=0","wife.age=1","wife.religion=1","wife.working=0",0.044806517311609
"166","husband.edu=4","media.expo=0","wife.age=1","wife.religion=1","wife.working=1",0.157501697216565
"167","husband.edu=4","media.expo=0","wife.edu=4","wife.religion=1","wife.working=0",0.0733197556008147
"168","husband.edu=4","media.expo=0","wife.edu=4","wife.religion=1","wife.working=1",0.198913781398506
"169","husband.edu=4","stand.living=4","wife.age=1","wife.edu=4","wife.religion=1",0.104548540393754
"170","husband.edu=4","stand.living=4","wife.age=1","wife.edu=4","wife.working=0",0.0400543109300747
"171","husband.edu=4","stand.living=4","wife.age=1","wife.edu=4","wife.working=1",0.113374066530889
"172","husband.edu=4","stand.living=4","wife.edu=4","wife.religion=1","wife.working=0",0.0509164969450102
"173","husband.edu=4","stand.living=4","wife.edu=4","wife.religion=1","wife.working=1",0.128309572301426
"174","husband.occu=1","media.expo=0","stand.living=4","wife.edu=4","wife.religion=1",0.124236252545825
"175","husband.occu=1","media.expo=0","stand.living=4","wife.edu=4","wife.working=0",0.0468431771894094
"176","husband.occu=1","media.expo=0","stand.living=4","wife.edu=4","wife.working=1",0.112016293279022
"177","husband.occu=1","media.expo=0","stand.living=4","wife.religion=1","wife.working=0",0.0414120841819416
"178","husband.occu=1","media.expo=0","stand.living=4","wife.religion=1","wife.working=1",0.116089613034623
"179","husband.occu=1","media.expo=0","wife.edu=4","wife.religion=1","wife.working=0",0.0461642905634759
"180","husband.occu=1","media.expo=0","wife.edu=4","wife.religion=1","wife.working=1",0.118805159538357
"181","husband.occu=3","media.expo=0","wife.age=0","wife.religion=1","wife.working=0",0.043448744059742
"182","husband.occu=3","media.expo=0","wife.age=0","wife.religion=1","wife.working=1",0.173794976238968
"183","media.expo=0","stand.living=3","wife.age=0","wife.religion=1","wife.working=0",0.031907671418873
"184","media.expo=0","stand.living=3","wife.age=0","wife.religion=1","wife.working=1",0.120841819416158
"185","media.expo=0","stand.living=4","wife.age=0","wife.religion=1","wife.working=0",0.0482009504412763
"186","media.expo=0","stand.living=4","wife.age=0","wife.religion=1","wife.working=1",0.118126272912424
"187","media.expo=0","stand.living=4","wife.age=1","wife.edu=4","wife.religion=1",0.109300746775289
"188","media.expo=0","stand.living=4","wife.age=1","wife.edu=4","wife.working=0",0.0414120841819416
"189","media.expo=0","stand.living=4","wife.age=1","wife.edu=4","wife.working=1",0.118126272912424
"190","media.expo=0","stand.living=4","wife.age=1","wife.religion=1","wife.working=0",0.0441276306856755
"191","media.expo=0","stand.living=4","wife.age=1","wife.religion=1","wife.working=1",0.137135098438561
"192","media.expo=0","stand.living=4","wife.edu=4","wife.religion=1","wife.working=0",0.0522742701968771
"193","media.expo=0","stand.living=4","wife.edu=4","wife.religion=1","wife.working=1",0.132382892057026
"194","media.expo=0","wife.age=0","wife.edu=3","wife.religion=1","wife.working=0",0.0346232179226069
"195","media.expo=0","wife.age=0","wife.edu=3","wife.religion=1","wife.working=1",0.119484046164291
