"","item1","item2","support"
"210","finance=inconv","parents=great_pret",0.166666666666667
"211","finance=inconv","parents=pretentious",0.166666666666667
"212","finance=inconv","parents=usual",0.166666666666667
"213","finance=inconv","social=nonprob",0.166666666666667
"214","finance=inconv","social=problematic",0.166666666666667
"215","finance=inconv","social=slightly_prob",0.166666666666667
"216","form=complete","has_nurs=critical",0.05
"217","form=complete","has_nurs=improper",0.05
"218","form=complete","has_nurs=less_proper",0.05
"219","form=complete","has_nurs=proper",0.05
"220","form=complete","has_nurs=very_crit",0.05
"221","form=complete","health=not_recom",0.0833333333333333
"222","form=complete","health=priority",0.0833333333333333
"223","form=complete","health=recommended",0.0833333333333333
"224","form=complete","housing=convenient",0.0833333333333333
"225","form=complete","housing=critical",0.0833333333333333
"226","form=complete","housing=less_conv",0.0833333333333333
"227","form=complete","parents=great_pret",0.0833333333333333
"228","form=complete","parents=pretentious",0.0833333333333333
"229","form=complete","parents=usual",0.0833333333333333
"230","form=complete","social=nonprob",0.0833333333333333
"231","form=complete","social=problematic",0.0833333333333333
"232","form=complete","social=slightly_prob",0.0833333333333333
"233","form=completed","has_nurs=critical",0.05
"234","form=completed","has_nurs=improper",0.05
"235","form=completed","has_nurs=less_proper",0.05
"236","form=completed","has_nurs=proper",0.05
"237","form=completed","has_nurs=very_crit",0.05
"238","form=completed","health=not_recom",0.0833333333333333
"239","form=completed","health=priority",0.0833333333333333
"240","form=completed","health=recommended",0.0833333333333333
"241","form=completed","housing=convenient",0.0833333333333333
"242","form=completed","housing=critical",0.0833333333333333
"243","form=completed","housing=less_conv",0.0833333333333333
"244","form=completed","parents=great_pret",0.0833333333333333
"245","form=completed","parents=pretentious",0.0833333333333333
"246","form=completed","parents=usual",0.0833333333333333
"247","form=completed","social=nonprob",0.0833333333333333
"248","form=completed","social=problematic",0.0833333333333333
"249","form=completed","social=slightly_prob",0.0833333333333333
"250","form=foster","has_nurs=critical",0.05
"251","form=foster","has_nurs=improper",0.05
"252","form=foster","has_nurs=less_proper",0.05
"253","form=foster","has_nurs=proper",0.05
"254","form=foster","has_nurs=very_crit",0.05
"255","form=foster","health=not_recom",0.0833333333333333
"256","form=foster","health=priority",0.0833333333333333
"257","form=foster","health=recommended",0.0833333333333333
"258","form=foster","housing=convenient",0.0833333333333333
"259","form=foster","housing=critical",0.0833333333333333
"260","form=foster","housing=less_conv",0.0833333333333333
"261","form=foster","parents=great_pret",0.0833333333333333
"262","form=foster","parents=pretentious",0.0833333333333333
"263","form=foster","parents=usual",0.0833333333333333
"264","form=foster","social=nonprob",0.0833333333333333
"265","form=foster","social=problematic",0.0833333333333333
"266","form=foster","social=slightly_prob",0.0833333333333333
"267","form=incomplete","has_nurs=critical",0.05
"268","form=incomplete","has_nurs=improper",0.05
"269","form=incomplete","has_nurs=less_proper",0.05
"270","form=incomplete","has_nurs=proper",0.05
"271","form=incomplete","has_nurs=very_crit",0.05
"272","form=incomplete","health=not_recom",0.0833333333333333
"273","form=incomplete","health=priority",0.0833333333333333
"274","form=incomplete","health=recommended",0.0833333333333333
"275","form=incomplete","housing=convenient",0.0833333333333333
"276","form=incomplete","housing=critical",0.0833333333333333
"277","form=incomplete","housing=less_conv",0.0833333333333333
"278","form=incomplete","parents=great_pret",0.0833333333333333
"279","form=incomplete","parents=pretentious",0.0833333333333333
"280","form=incomplete","parents=usual",0.0833333333333333
"281","form=incomplete","social=nonprob",0.0833333333333333
"282","form=incomplete","social=problematic",0.0833333333333333
"283","form=incomplete","social=slightly_prob",0.0833333333333333
"284","has_nurs=critical","health=not_recom",0.0666666666666667
"285","has_nurs=critical","health=priority",0.0666666666666667
"286","has_nurs=critical","health=recommended",0.0666666666666667
"287","has_nurs=critical","housing=convenient",0.0666666666666667
"288","has_nurs=critical","housing=critical",0.0666666666666667
"289","has_nurs=critical","housing=less_conv",0.0666666666666667
"290","has_nurs=critical","parents=great_pret",0.0666666666666667
"291","has_nurs=critical","parents=pretentious",0.0666666666666667
"292","has_nurs=critical","parents=usual",0.0666666666666667
"293","has_nurs=critical","social=nonprob",0.0666666666666667
"294","has_nurs=critical","social=problematic",0.0666666666666667
"295","has_nurs=critical","social=slightly_prob",0.0666666666666667
"296","has_nurs=improper","health=not_recom",0.0666666666666667
"297","has_nurs=improper","health=priority",0.0666666666666667
"298","has_nurs=improper","health=recommended",0.0666666666666667
"299","has_nurs=improper","housing=convenient",0.0666666666666667
"300","has_nurs=improper","housing=critical",0.0666666666666667
"301","has_nurs=improper","housing=less_conv",0.0666666666666667
"302","has_nurs=improper","parents=great_pret",0.0666666666666667
"303","has_nurs=improper","parents=pretentious",0.0666666666666667
"304","has_nurs=improper","parents=usual",0.0666666666666667
"305","has_nurs=improper","social=nonprob",0.0666666666666667
"306","has_nurs=improper","social=problematic",0.0666666666666667
"307","has_nurs=improper","social=slightly_prob",0.0666666666666667
"308","has_nurs=less_proper","health=not_recom",0.0666666666666667
"309","has_nurs=less_proper","health=priority",0.0666666666666667
"310","has_nurs=less_proper","health=recommended",0.0666666666666667
"311","has_nurs=less_proper","housing=convenient",0.0666666666666667
"312","has_nurs=less_proper","housing=critical",0.0666666666666667
"313","has_nurs=less_proper","housing=less_conv",0.0666666666666667
"314","has_nurs=less_proper","parents=great_pret",0.0666666666666667
"315","has_nurs=less_proper","parents=pretentious",0.0666666666666667
"316","has_nurs=less_proper","parents=usual",0.0666666666666667
"317","has_nurs=less_proper","social=nonprob",0.0666666666666667
"318","has_nurs=less_proper","social=problematic",0.0666666666666667
"319","has_nurs=less_proper","social=slightly_prob",0.0666666666666667
"320","has_nurs=proper","health=not_recom",0.0666666666666667
"321","has_nurs=proper","health=priority",0.0666666666666667
"322","has_nurs=proper","health=recommended",0.0666666666666667
"323","has_nurs=proper","housing=convenient",0.0666666666666667
"324","has_nurs=proper","housing=critical",0.0666666666666667
"325","has_nurs=proper","housing=less_conv",0.0666666666666667
"326","has_nurs=proper","parents=great_pret",0.0666666666666667
"327","has_nurs=proper","parents=pretentious",0.0666666666666667
"328","has_nurs=proper","parents=usual",0.0666666666666667
"329","has_nurs=proper","social=nonprob",0.0666666666666667
"330","has_nurs=proper","social=problematic",0.0666666666666667
"331","has_nurs=proper","social=slightly_prob",0.0666666666666667
"332","has_nurs=very_crit","health=not_recom",0.0666666666666667
"333","has_nurs=very_crit","health=priority",0.0666666666666667
"334","has_nurs=very_crit","health=recommended",0.0666666666666667
"335","has_nurs=very_crit","housing=convenient",0.0666666666666667
"336","has_nurs=very_crit","housing=critical",0.0666666666666667
"337","has_nurs=very_crit","housing=less_conv",0.0666666666666667
"338","has_nurs=very_crit","parents=great_pret",0.0666666666666667
"339","has_nurs=very_crit","parents=pretentious",0.0666666666666667
"340","has_nurs=very_crit","parents=usual",0.0666666666666667
"341","has_nurs=very_crit","social=nonprob",0.0666666666666667
"342","has_nurs=very_crit","social=problematic",0.0666666666666667
"343","has_nurs=very_crit","social=slightly_prob",0.0666666666666667
"344","health=not_recom","housing=convenient",0.111111111111111
"345","health=not_recom","housing=critical",0.111111111111111
"346","health=not_recom","housing=less_conv",0.111111111111111
"347","health=not_recom","parents=great_pret",0.111111111111111
"348","health=not_recom","parents=pretentious",0.111111111111111
"349","health=not_recom","parents=usual",0.111111111111111
"350","health=not_recom","social=nonprob",0.111111111111111
"351","health=not_recom","social=problematic",0.111111111111111
"352","health=not_recom","social=slightly_prob",0.111111111111111
"353","health=priority","housing=convenient",0.111111111111111
"354","health=priority","housing=critical",0.111111111111111
"355","health=priority","housing=less_conv",0.111111111111111
"356","health=priority","parents=great_pret",0.111111111111111
"357","health=priority","parents=pretentious",0.111111111111111
"358","health=priority","parents=usual",0.111111111111111
"359","health=priority","social=nonprob",0.111111111111111
"360","health=priority","social=problematic",0.111111111111111
"361","health=priority","social=slightly_prob",0.111111111111111
"362","health=recommended","housing=convenient",0.111111111111111
"363","health=recommended","housing=critical",0.111111111111111
"364","health=recommended","housing=less_conv",0.111111111111111
"365","health=recommended","parents=great_pret",0.111111111111111
"366","health=recommended","parents=pretentious",0.111111111111111
"367","health=recommended","parents=usual",0.111111111111111
"368","health=recommended","social=nonprob",0.111111111111111
"369","health=recommended","social=problematic",0.111111111111111
"370","health=recommended","social=slightly_prob",0.111111111111111
"371","housing=convenient","parents=great_pret",0.111111111111111
"372","housing=convenient","parents=pretentious",0.111111111111111
"373","housing=convenient","parents=usual",0.111111111111111
"374","housing=convenient","social=nonprob",0.111111111111111
"375","housing=convenient","social=problematic",0.111111111111111
"376","housing=convenient","social=slightly_prob",0.111111111111111
"377","housing=critical","parents=great_pret",0.111111111111111
"378","housing=critical","parents=pretentious",0.111111111111111
"379","housing=critical","parents=usual",0.111111111111111
"380","housing=critical","social=nonprob",0.111111111111111
"381","housing=critical","social=problematic",0.111111111111111
"382","housing=critical","social=slightly_prob",0.111111111111111
"383","housing=less_conv","parents=great_pret",0.111111111111111
"384","housing=less_conv","parents=pretentious",0.111111111111111
"385","housing=less_conv","parents=usual",0.111111111111111
"386","housing=less_conv","social=nonprob",0.111111111111111
"387","housing=less_conv","social=problematic",0.111111111111111
"388","housing=less_conv","social=slightly_prob",0.111111111111111
"389","parents=great_pret","social=nonprob",0.111111111111111
"390","parents=great_pret","social=problematic",0.111111111111111
"391","parents=great_pret","social=slightly_prob",0.111111111111111
"392","parents=pretentious","social=nonprob",0.111111111111111
"393","parents=pretentious","social=problematic",0.111111111111111
"394","parents=pretentious","social=slightly_prob",0.111111111111111
"395","parents=usual","social=nonprob",0.111111111111111
"396","parents=usual","social=problematic",0.111111111111111
"397","parents=usual","social=slightly_prob",0.111111111111111
